set_id,set_name,card_number,filename,download_date,image_url,is_hires,file_size,download_duration,status
base1,Base,3,3_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/3_hires.png,True,779187,3.313771963119507,success
base1,Base,4,4_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/4_hires.png,True,844907,3.30800461769104,success
base1,Base,6,6_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/6_hires.png,True,886624,3.267334461212158,success
base1,Base,2,2_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/2_hires.png,True,916560,3.413252592086792,success
base1,Base,1,1_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/1_hires.png,True,917424,3.4230494499206543,success
base1,Base,5,5_hires.png,2025-10-11 11:53:11,https://images.pokemontcg.io/base1/5_hires.png,True,825336,3.7043564319610596,success
base1,Base,9,9_hires.png,2025-10-11 11:53:14,https://images.pokemontcg.io/base1/9_hires.png,True,874657,3.3777387142181396,success
base1,Base,11,11_hires.png,2025-10-11 11:53:15,https://images.pokemontcg.io/base1/11_hires.png,True,878106,3.5749313831329346,success
base1,Base,10,10_hires.png,2025-10-11 11:53:15,https://images.pokemontcg.io/base1/10_hires.png,True,822887,3.690737247467041,success
base1,Base,8,8_hires.png,2025-10-11 11:53:15,https://images.pokemontcg.io/base1/8_hires.png,True,872620,3.818861961364746,success
base1,Base,12,12_hires.png,2025-10-11 11:53:15,https://images.pokemontcg.io/base1/12_hires.png,True,823275,3.395895481109619,success
base1,Base,7,7_hires.png,2025-10-11 11:53:15,https://images.pokemontcg.io/base1/7_hires.png,True,775755,3.844752550125122,success
base1,Base,13,13_hires.png,2025-10-11 11:53:18,https://images.pokemontcg.io/base1/13_hires.png,True,855240,3.628962516784668,success
base1,Base,17,17_hires.png,2025-10-11 11:53:18,https://images.pokemontcg.io/base1/17_hires.png,True,927757,3.3976051807403564,success
base1,Base,14,14_hires.png,2025-10-11 11:53:18,https://images.pokemontcg.io/base1/14_hires.png,True,825075,3.686728000640869,success
base1,Base,15,15_hires.png,2025-10-11 11:53:18,https://images.pokemontcg.io/base1/15_hires.png,True,825139,3.6758697032928467,success
base1,Base,16,16_hires.png,2025-10-11 11:53:19,https://images.pokemontcg.io/base1/16_hires.png,True,797398,3.908430576324463,success
base1,Base,18,18_hires.png,2025-10-11 11:53:21,https://images.pokemontcg.io/base1/18_hires.png,True,901522,5.8454084396362305,success
base1,Base,20,20_hires.png,2025-10-11 11:53:22,https://images.pokemontcg.io/base1/20_hires.png,True,857375,3.5225512981414795,success
base1,Base,19,19_hires.png,2025-10-11 11:53:22,https://images.pokemontcg.io/base1/19_hires.png,True,817494,3.9148495197296143,success
base1,Base,21,21_hires.png,2025-10-11 11:53:22,https://images.pokemontcg.io/base1/21_hires.png,True,831712,3.608426570892334,success
base1,Base,23,23_hires.png,2025-10-11 11:53:22,https://images.pokemontcg.io/base1/23_hires.png,True,855785,3.4972522258758545,success
base1,Base,22,22_hires.png,2025-10-11 11:53:23,https://images.pokemontcg.io/base1/22_hires.png,True,832105,4.386966705322266,success
base1,Base,24,24_hires.png,2025-10-11 11:53:25,https://images.pokemontcg.io/base1/24_hires.png,True,836177,4.011441707611084,success
base1,Base,26,26_hires.png,2025-10-11 11:53:25,https://images.pokemontcg.io/base1/26_hires.png,True,778482,3.4771387577056885,success
base1,Base,27,27_hires.png,2025-10-11 11:53:25,https://images.pokemontcg.io/base1/27_hires.png,True,830408,3.5346364974975586,success
base1,Base,25,25_hires.png,2025-10-11 11:53:26,https://images.pokemontcg.io/base1/25_hires.png,True,859719,3.856818199157715,success
base1,Base,28,28_hires.png,2025-10-11 11:53:26,https://images.pokemontcg.io/base1/28_hires.png,True,813175,4.0869669914245605,success
base1,Base,29,29_hires.png,2025-10-11 11:53:28,https://images.pokemontcg.io/base1/29_hires.png,True,884285,5.6355016231536865,success
base1,Base,30,30_hires.png,2025-10-11 11:53:34,https://images.pokemontcg.io/base1/30_hires.png,True,863538,8.973568439483643,success
base1,Base,31,31_hires.png,2025-10-11 11:53:34,https://images.pokemontcg.io/base1/31_hires.png,True,962722,8.620357275009155,success
base1,Base,33,33_hires.png,2025-10-11 11:53:34,https://images.pokemontcg.io/base1/33_hires.png,True,852207,8.584183931350708,success
base1,Base,32,32_hires.png,2025-10-11 11:53:34,https://images.pokemontcg.io/base1/32_hires.png,True,897579,8.713235855102539,success
base1,Base,35,35_hires.png,2025-10-11 11:53:35,https://images.pokemontcg.io/base1/35_hires.png,True,1016566,6.12053918838501,success
base1,Base,34,34_hires.png,2025-10-11 11:53:36,https://images.pokemontcg.io/base1/34_hires.png,True,974466,9.25349760055542,success
base1,Base,38,38_hires.png,2025-10-11 11:53:38,https://images.pokemontcg.io/base1/38_hires.png,True,910274,3.628941774368286,success
base1,Base,39,39_hires.png,2025-10-11 11:53:38,https://images.pokemontcg.io/base1/39_hires.png,True,858479,4.074041843414307,success
base1,Base,37,37_hires.png,2025-10-11 11:53:38,https://images.pokemontcg.io/base1/37_hires.png,True,873246,4.2759108543396,success
base1,Base,36,36_hires.png,2025-10-11 11:53:39,https://images.pokemontcg.io/base1/36_hires.png,True,844539,4.980646371841431,success
base1,Base,40,40_hires.png,2025-10-11 11:53:39,https://images.pokemontcg.io/base1/40_hires.png,True,934441,4.2382988929748535,success
base1,Base,41,41_hires.png,2025-10-11 11:53:40,https://images.pokemontcg.io/base1/41_hires.png,True,967918,4.63009238243103,success
base1,Base,42,42_hires.png,2025-10-11 11:53:42,https://images.pokemontcg.io/base1/42_hires.png,True,896085,4.237217426300049,success
base1,Base,45,45_hires.png,2025-10-11 11:53:42,https://images.pokemontcg.io/base1/45_hires.png,True,803692,3.430786371231079,success
base1,Base,43,43_hires.png,2025-10-11 11:53:42,https://images.pokemontcg.io/base1/43_hires.png,True,937048,4.041297197341919,success
base1,Base,44,44_hires.png,2025-10-11 11:53:42,https://images.pokemontcg.io/base1/44_hires.png,True,842708,4.102299451828003,success
base1,Base,46,46_hires.png,2025-10-11 11:53:43,https://images.pokemontcg.io/base1/46_hires.png,True,818982,4.24875020980835,success
base1,Base,47,47_hires.png,2025-10-11 11:53:44,https://images.pokemontcg.io/base1/47_hires.png,True,858221,3.549614667892456,success
base1,Base,49,49_hires.png,2025-10-11 11:53:45,https://images.pokemontcg.io/base1/49_hires.png,True,907764,3.390148639678955,success
base1,Base,48,48_hires.png,2025-10-11 11:53:46,https://images.pokemontcg.io/base1/48_hires.png,True,776528,3.8028078079223633,success
base1,Base,50,50_hires.png,2025-10-11 11:53:46,https://images.pokemontcg.io/base1/50_hires.png,True,921120,3.71189546585083,success
base1,Base,51,51_hires.png,2025-10-11 11:53:46,https://images.pokemontcg.io/base1/51_hires.png,True,866379,4.087045431137085,success
base1,Base,52,52_hires.png,2025-10-11 11:53:47,https://images.pokemontcg.io/base1/52_hires.png,True,813343,3.5675599575042725,success
base1,Base,53,53_hires.png,2025-10-11 11:53:47,https://images.pokemontcg.io/base1/53_hires.png,True,923003,3.5115959644317627,success
